"N1"	"N2"	"div.unb.simpson"	"S.obs"	"S.chao1"
40.2071163294692	18.1650774900246	0.945466852867582	173.6625	275.107204899748
66.082321196234	19.0573590680593	0.947879160673174	243.725	399.792407727881
24.0104835947799	8.84090429665096	0.887454938428687	129.5525	200.774222083774
11.4015939642903	8.15341005897368	0.877880638488139	35.785	59.5573928571429
50.0527784418932	24.7893664603262	0.960265611724024	169.34	260.485961771886
29.6889180141631	9.34035396213603	0.893612499080522	171.935	293.160719651267
45.7132498793574	22.3706879905738	0.9557729159555	167.2475	254.410254154746
20.0799136447561	8.51258759291159	0.883040795469607	118.91	192.038432961931
16.3886069435078	4.35989139488523	0.770810443254618	145.45	257.417697188872
10.6520458665647	4.63623172362666	0.784680081553776	89.46	137.249477943142
32.8849195964246	12.6994685283488	0.921580011477066	179.8575	283.18794838342
17.5621098200605	8.07692665024601	0.876761413539954	92.8925	122.443934980647
41.2484513558357	21.6176902278874	0.954342939282725	147	259
73.8905677650381	29.3196186364577	0.966411065736344	232.2325	359.179752682989
50.2686839117205	18.6883700500999	0.946993994180215	185.605	281.702644421794
26.0601352172374	8.65029302163307	0.884722896988229	140.035	235.574749548482
64.4122228325216	23.8898205915999	0.95877338894346	217.11	375.533128821292
55.0631186196666	25.7095947603346	0.961646097088494	204.5125	330.144928163565
19.4350398857109	7.95014010587664	0.874295067779227	151.03	269.511539061096
6.58972145517766	3.63560765451293	0.725243999974113	45.37	61.8965405427906
11.2354609174706	5.11446062984352	0.804564284478806	95.465	149.643680748994
40.1575396452919	14.2982669751866	0.93050507393958	175.75	264.453183544229
17.0386291104291	8.43019087961243	0.881576160209081	87.145	141.365863868534
54.0176173973517	20.4405376430258	0.951608396489264	203.375	333.107104173348
88.4186950839114	46.1182282292367	0.97898261090015	214.0375	329.935784090208
21.8851641912269	7.7153039904803	0.870724590814143	158.06	277.97956936999
28.558917376301	12.9573960127992	0.923374127671205	134.7325	211.036272669212
6.98902881252087	3.26417871564441	0.693780178925165	41.33	54.4067545093795
33.458715616789	16.2338738071067	0.938904271820237	117.3875	192.72798990968
56.5341272182883	24.3447200784557	0.959551823555073	175.305	288.406455624678
37.4807146359421	17.7890702776023	0.944349212054954	146.0425	254.370517115674
42.6687105770811	16.1134245957517	0.938261160084214	168.65	270.392356449331
17.0159893099758	9.4856191940979	0.895106831677599	94.6725	148.402184207354
58.3137396285667	23.3161089159421	0.957750803284253	194.205	285.539492947171
26.6730733388349	10.7874316234645	0.90800563158353	129.37	210.236047451592
15.2108082393527	4.43184079945116	0.774493778135896	123.68	196.044392214738
51.3746034028077	24.9609264413983	0.96048838710547	150.51	245.349113388058
15.5627585012135	7.98168424756906	0.875209739103835	99.0075	159.548659748745
19.0705693632556	7.01561628466514	0.857761176416671	128.4175	221.405450453332
35.9477357506329	17.0878148963709	0.942158798955253	160.77	275.207177823731
21.1347012040655	9.0063974491702	0.889396559975943	97.205	141.332724721517
44.9257010613429	16.4121197212747	0.939442471950856	186.2175	326.050549671563
70.5047334784797	31.2692896796587	0.968682154862366	225.7875	399.695014116216
19.0583556395837	5.66093814272884	0.823560864227374	143.875	214.188908757665
